"age","unit","sex","country","date","value"
"Y25-74","thousands_people","F","Portugal",2013-04-01,358
"Y25-74","thousands_people","F","Portugal",2013-03-01,364
"Y25-74","thousands_people","F","Portugal",2013-02-01,361
"Y25-74","thousands_people","F","Portugal",2013-01-01,369
"Y25-74","thousands_people","F","Portugal",2012-12-01,361
"Y25-74","thousands_people","F","Portugal",2012-11-01,353
"Y25-74","thousands_people","F","Portugal",2012-10-01,339
"Y25-74","thousands_people","F","Portugal",2012-09-01,325
"Y25-74","thousands_people","F","Portugal",2012-08-01,315
"Y25-74","thousands_people","F","Portugal",2012-07-01,305
"Y25-74","thousands_people","F","Portugal",2012-06-01,307
"Y25-74","thousands_people","F","Portugal",2012-05-01,314
"Y25-74","thousands_people","F","Portugal",2012-04-01,324
"Y25-74","thousands_people","F","Portugal",2012-03-01,318
"Y25-74","thousands_people","F","Portugal",2012-02-01,319
"Y25-74","thousands_people","F","Portugal",2012-01-01,302
"Y25-74","thousands_people","F","Portugal",2011-12-01,305
"Y25-74","thousands_people","F","Portugal",2011-11-01,285
"Y25-74","thousands_people","F","Portugal",2011-10-01,283
"Y25-74","thousands_people","F","Portugal",2011-09-01,276
"Y25-74","thousands_people","F","Portugal",2011-08-01,266
"Y25-74","thousands_people","F","Portugal",2011-07-01,257
"Y25-74","thousands_people","F","Portugal",2011-06-01,264
"Y25-74","thousands_people","F","Portugal",2011-05-01,271
"Y25-74","thousands_people","F","Portugal",2011-04-01,276
"Y25-74","thousands_people","F","Portugal",2011-03-01,276
"Y25-74","thousands_people","F","Portugal",2011-02-01,273
"Y25-74","thousands_people","F","Portugal",2011-01-01,267
"Y25-74","thousands_people","F","Portugal",2010-12-01,261
"Y25-74","thousands_people","F","Portugal",2010-11-01,255
"Y25-74","thousands_people","F","Portugal",2010-10-01,262
"Y25-74","thousands_people","F","Portugal",2010-09-01,262
"Y25-74","thousands_people","F","Portugal",2010-08-01,262
"Y25-74","thousands_people","F","Portugal",2010-07-01,254
"Y25-74","thousands_people","F","Portugal",2010-06-01,248
"Y25-74","thousands_people","F","Portugal",2010-05-01,252
"Y25-74","thousands_people","F","Portugal",2010-04-01,254
"Y25-74","thousands_people","F","Portugal",2010-03-01,246
"Y25-74","thousands_people","F","Portugal",2010-02-01,238
"Y25-74","thousands_people","F","Portugal",2010-01-01,228
"Y25-74","thousands_people","F","Romania",2020-06-01,158
"Y25-74","thousands_people","F","Romania",2020-05-01,134
"Y25-74","thousands_people","F","Romania",2020-04-01,133
"Y25-74","thousands_people","F","Romania",2020-03-01,102
"Y25-74","thousands_people","F","Romania",2020-02-01,85
"Y25-74","thousands_people","F","Romania",2020-01-01,106
"Y25-74","thousands_people","F","Romania",2019-12-01,83
"Y25-74","thousands_people","F","Romania",2019-11-01,78
"Y25-74","thousands_people","F","Romania",2019-10-01,86
"Y25-74","thousands_people","F","Romania",2019-09-01,85
"Y25-74","thousands_people","F","Romania",2019-08-01,80
"Y25-74","thousands_people","F","Romania",2019-07-01,84
"Y25-74","thousands_people","F","Romania",2019-06-01,88
"Y25-74","thousands_people","F","Romania",2019-05-01,89
"Y25-74","thousands_people","F","Romania",2019-04-01,92
"Y25-74","thousands_people","F","Romania",2019-03-01,97
"Y25-74","thousands_people","F","Romania",2019-02-01,99
"Y25-74","thousands_people","F","Romania",2019-01-01,106
"Y25-74","thousands_people","F","Romania",2018-12-01,92
"Y25-74","thousands_people","F","Romania",2018-11-01,95
"Y25-74","thousands_people","F","Romania",2018-10-01,101
"Y25-74","thousands_people","F","Romania",2018-09-01,77
"Y25-74","thousands_people","F","Romania",2018-08-01,83
"Y25-74","thousands_people","F","Romania",2018-07-01,82
"Y25-74","thousands_people","F","Romania",2018-06-01,93
"Y25-74","thousands_people","F","Romania",2018-05-01,91
"Y25-74","thousands_people","F","Romania",2018-04-01,94
"Y25-74","thousands_people","F","Romania",2018-03-01,116
"Y25-74","thousands_people","F","Romania",2018-02-01,104
"Y25-74","thousands_people","F","Romania",2018-01-01,113
"Y25-74","thousands_people","F","Romania",2017-12-01,108
"Y25-74","thousands_people","F","Romania",2017-11-01,103
"Y25-74","thousands_people","F","Romania",2017-10-01,108
"Y25-74","thousands_people","F","Romania",2017-09-01,105
"Y25-74","thousands_people","F","Romania",2017-08-01,112
"Y25-74","thousands_people","F","Romania",2017-07-01,112
"Y25-74","thousands_people","F","Romania",2017-06-01,97
"Y25-74","thousands_people","F","Romania",2017-05-01,105
"Y25-74","thousands_people","F","Romania",2017-04-01,107
"Y25-74","thousands_people","F","Romania",2017-03-01,125
"Y25-74","thousands_people","F","Romania",2017-02-01,125
"Y25-74","thousands_people","F","Romania",2017-01-01,120
"Y25-74","thousands_people","F","Romania",2016-12-01,144
"Y25-74","thousands_people","F","Romania",2016-11-01,132
"Y25-74","thousands_people","F","Romania",2016-10-01,130
"Y25-74","thousands_people","F","Romania",2016-09-01,129
"Y25-74","thousands_people","F","Romania",2016-08-01,129
"Y25-74","thousands_people","F","Romania",2016-07-01,131
"Y25-74","thousands_people","F","Romania",2016-06-01,134
"Y25-74","thousands_people","F","Romania",2016-05-01,148
"Y25-74","thousands_people","F","Romania",2016-04-01,145
"Y25-74","thousands_people","F","Romania",2016-03-01,152
"Y25-74","thousands_people","F","Romania",2016-02-01,153
"Y25-74","thousands_people","F","Romania",2016-01-01,162
"Y25-74","thousands_people","F","Romania",2015-12-01,169
"Y25-74","thousands_people","F","Romania",2015-11-01,161
"Y25-74","thousands_people","F","Romania",2015-10-01,167
"Y25-74","thousands_people","F","Romania",2015-09-01,172
"Y25-74","thousands_people","F","Romania",2015-08-01,172
"Y25-74","thousands_people","F","Romania",2015-07-01,166
"Y25-74","thousands_people","F","Romania",2015-06-01,162
"Y25-74","thousands_people","F","Romania",2015-05-01,159
"Y25-74","thousands_people","F","Romania",2015-04-01,176
"Y25-74","thousands_people","F","Romania",2015-03-01,160
"Y25-74","thousands_people","F","Romania",2015-02-01,167
"Y25-74","thousands_people","F","Romania",2015-01-01,170
"Y25-74","thousands_people","F","Romania",2014-12-01,166
"Y25-74","thousands_people","F","Romania",2014-11-01,189
"Y25-74","thousands_people","F","Romania",2014-10-01,170
"Y25-74","thousands_people","F","Romania",2014-09-01,197
"Y25-74","thousands_people","F","Romania",2014-08-01,186
"Y25-74","thousands_people","F","Romania",2014-07-01,183
"Y25-74","thousands_people","F","Romania",2014-06-01,191
"Y25-74","thousands_people","F","Romania",2014-05-01,168
"Y25-74","thousands_people","F","Romania",2014-04-01,181
"Y25-74","thousands_people","F","Romania",2014-03-01,178
"Y25-74","thousands_people","F","Romania",2014-02-01,168
"Y25-74","thousands_people","F","Romania",2014-01-01,179
"Y25-74","thousands_people","F","Romania",2013-12-01,179
"Y25-74","thousands_people","F","Romania",2013-11-01,188
"Y25-74","thousands_people","F","Romania",2013-10-01,180
"Y25-74","thousands_people","F","Romania",2013-09-01,187
"Y25-74","thousands_people","F","Romania",2013-08-01,183
"Y25-74","thousands_people","F","Romania",2013-07-01,177
"Y25-74","thousands_people","F","Romania",2013-06-01,194
"Y25-74","thousands_people","F","Romania",2013-05-01,185
"Y25-74","thousands_people","F","Romania",2013-04-01,196
"Y25-74","thousands_people","F","Romania",2013-03-01,181
"Y25-74","thousands_people","F","Romania",2013-02-01,180
"Y25-74","thousands_people","F","Romania",2013-01-01,177
"Y25-74","thousands_people","F","Romania",2012-12-01,190
"Y25-74","thousands_people","F","Romania",2012-11-01,181
"Y25-74","thousands_people","F","Romania",2012-10-01,177
"Y25-74","thousands_people","F","Romania",2012-09-01,177
"Y25-74","thousands_people","F","Romania",2012-08-01,159
"Y25-74","thousands_people","F","Romania",2012-07-01,172
"Y25-74","thousands_people","F","Romania",2012-06-01,170
"Y25-74","thousands_people","F","Romania",2012-05-01,176
"Y25-74","thousands_people","F","Romania",2012-04-01,169
"Y25-74","thousands_people","F","Romania",2012-03-01,184
"Y25-74","thousands_people","F","Romania",2012-02-01,186
"Y25-74","thousands_people","F","Romania",2012-01-01,183
"Y25-74","thousands_people","F","Romania",2011-12-01,199
"Y25-74","thousands_people","F","Romania",2011-11-01,180
"Y25-74","thousands_people","F","Romania",2011-10-01,183
"Y25-74","thousands_people","F","Romania",2011-09-01,181
"Y25-74","thousands_people","F","Romania",2011-08-01,180
"Y25-74","thousands_people","F","Romania",2011-07-01,175
"Y25-74","thousands_people","F","Romania",2011-06-01,199
"Y25-74","thousands_people","F","Romania",2011-05-01,191
"Y25-74","thousands_people","F","Romania",2011-04-01,209
"Y25-74","thousands_people","F","Romania",2011-03-01,181
"Y25-74","thousands_people","F","Romania",2011-02-01,195
"Y25-74","thousands_people","F","Romania",2011-01-01,191
"Y25-74","thousands_people","F","Romania",2010-12-01,174
"Y25-74","thousands_people","F","Romania",2010-11-01,178
"Y25-74","thousands_people","F","Romania",2010-10-01,187
"Y25-74","thousands_people","F","Romania",2010-09-01,159
"Y25-74","thousands_people","F","Romania",2010-08-01,172
"Y25-74","thousands_people","F","Romania",2010-07-01,170
"Y25-74","thousands_people","F","Romania",2010-06-01,189
"Y25-74","thousands_people","F","Romania",2010-05-01,175
"Y25-74","thousands_people","F","Romania",2010-04-01,188
"Y25-74","thousands_people","F","Romania",2010-03-01,205
"Y25-74","thousands_people","F","Romania",2010-02-01,208
"Y25-74","thousands_people","F","Romania",2010-01-01,197
"Y25-74","thousands_people","F","Sweden",2020-06-01,148
"Y25-74","thousands_people","F","Sweden",2020-05-01,159
"Y25-74","thousands_people","F","Sweden",2020-04-01,130
"Y25-74","thousands_people","F","Sweden",2020-03-01,131
"Y25-74","thousands_people","F","Sweden",2020-02-01,152
"Y25-74","thousands_people","F","Sweden",2020-01-01,134
"Y25-74","thousands_people","F","Sweden",2019-12-01,114
"Y25-74","thousands_people","F","Sweden",2019-11-01,132
"Y25-74","thousands_people","F","Sweden",2019-10-01,115
"Y25-74","thousands_people","F","Sweden",2019-09-01,104
"Y25-74","thousands_people","F","Sweden",2019-08-01,141
"Y25-74","thousands_people","F","Sweden",2019-07-01,134
"Y25-74","thousands_people","F","Sweden",2019-06-01,109
"Y25-74","thousands_people","F","Sweden",2019-05-01,124
"Y25-74","thousands_people","F","Sweden",2019-04-01,115
"Y25-74","thousands_people","F","Sweden",2019-03-01,138
"Y25-74","thousands_people","F","Sweden",2019-02-01,114
"Y25-74","thousands_people","F","Sweden",2019-01-01,112
"Y25-74","thousands_people","F","Sweden",2018-12-01,115
"Y25-74","thousands_people","F","Sweden",2018-11-01,102
"Y25-74","thousands_people","F","Sweden",2018-10-01,89
"Y25-74","thousands_people","F","Sweden",2018-09-01,120
"Y25-74","thousands_people","F","Sweden",2018-08-01,105
"Y25-74","thousands_people","F","Sweden",2018-07-01,NA
"Y25-74","thousands_people","F","Sweden",2018-06-01,118
"Y25-74","thousands_people","F","Sweden",2018-05-01,101
"Y25-74","thousands_people","F","Sweden",2018-04-01,120
"Y25-74","thousands_people","F","Sweden",2018-03-01,115
"Y25-74","thousands_people","F","Sweden",2018-02-01,99
"Y25-74","thousands_people","F","Sweden",2018-01-01,131
"Y25-74","thousands_people","F","Sweden",2017-12-01,112
"Y25-74","thousands_people","F","Sweden",2017-11-01,99
"Y25-74","thousands_people","F","Sweden",2017-10-01,118
"Y25-74","thousands_people","F","Sweden",2017-09-01,112
"Y25-74","thousands_people","F","Sweden",2017-08-01,107
"Y25-74","thousands_people","F","Sweden",2017-07-01,122
"Y25-74","thousands_people","F","Sweden",2017-06-01,106
"Y25-74","thousands_people","F","Sweden",2017-05-01,114
"Y25-74","thousands_people","F","Sweden",2017-04-01,117
"Y25-74","thousands_people","F","Sweden",2017-03-01,104
"Y25-74","thousands_people","F","Sweden",2017-02-01,109
"Y25-74","thousands_people","F","Sweden",2017-01-01,122
"Y25-74","thousands_people","F","Sweden",2016-12-01,102
"Y25-74","thousands_people","F","Sweden",2016-11-01,113
"Y25-74","thousands_people","F","Sweden",2016-10-01,107
"Y25-74","thousands_people","F","Sweden",2016-09-01,99
"Y25-74","thousands_people","F","Sweden",2016-08-01,123
"Y25-74","thousands_people","F","Sweden",2016-07-01,115
"Y25-74","thousands_people","F","Sweden",2016-06-01,101
"Y25-74","thousands_people","F","Sweden",2016-05-01,113
"Y25-74","thousands_people","F","Sweden",2016-04-01,114
"Y25-74","thousands_people","F","Sweden",2016-03-01,109
"Y25-74","thousands_people","F","Sweden",2016-02-01,121
"Y25-74","thousands_people","F","Sweden",2016-01-01,120
"Y25-74","thousands_people","F","Sweden",2015-12-01,106
"Y25-74","thousands_people","F","Sweden",2015-11-01,110
"Y25-74","thousands_people","F","Sweden",2015-10-01,120
"Y25-74","thousands_people","F","Sweden",2015-09-01,108
"Y25-74","thousands_people","F","Sweden",2015-08-01,109
"Y25-74","thousands_people","F","Sweden",2015-07-01,117
"Y25-74","thousands_people","F","Sweden",2015-06-01,114
"Y25-74","thousands_people","F","Sweden",2015-05-01,126
"Y25-74","thousands_people","F","Sweden",2015-04-01,131
"Y25-74","thousands_people","F","Sweden",2015-03-01,113
"Y25-74","thousands_people","F","Sweden",2015-02-01,124
"Y25-74","thousands_people","F","Sweden",2015-01-01,140
"Y25-74","thousands_people","F","Sweden",2014-12-01,110
"Y25-74","thousands_people","F","Sweden",2014-11-01,113
"Y25-74","thousands_people","F","Sweden",2014-10-01,127
"Y25-74","thousands_people","F","Sweden",2014-09-01,108
"Y25-74","thousands_people","F","Sweden",2014-08-01,123
"Y25-74","thousands_people","F","Sweden",2014-07-01,119
"Y25-74","thousands_people","F","Sweden",2014-06-01,122
"Y25-74","thousands_people","F","Sweden",2014-05-01,114
"Y25-74","thousands_people","F","Sweden",2014-04-01,124
"Y25-74","thousands_people","F","Sweden",2014-03-01,123
"Y25-74","thousands_people","F","Sweden",2014-02-01,119
"Y25-74","thousands_people","F","Sweden",2014-01-01,125
"Y25-74","thousands_people","F","Sweden",2013-12-01,120
"Y25-74","thousands_people","F","Sweden",2013-11-01,107
"Y25-74","thousands_people","F","Sweden",2013-10-01,120
"Y25-74","thousands_people","F","Sweden",2013-09-01,131
"Y25-74","thousands_people","F","Sweden",2013-08-01,118
"Y25-74","thousands_people","F","Sweden",2013-07-01,107
"Y25-74","thousands_people","F","Sweden",2013-06-01,116
"Y25-74","thousands_people","F","Sweden",2013-05-01,111
"Y25-74","thousands_people","F","Sweden",2013-04-01,118
"Y25-74","thousands_people","F","Sweden",2013-03-01,122
"Y25-74","thousands_people","F","Sweden",2013-02-01,122
"Y25-74","thousands_people","F","Sweden",2013-01-01,119
"Y25-74","thousands_people","F","Sweden",2012-12-01,111
"Y25-74","thousands_people","F","Sweden",2012-11-01,120
"Y25-74","thousands_people","F","Sweden",2012-10-01,110
"Y25-74","thousands_people","F","Sweden",2012-09-01,122
"Y25-74","thousands_people","F","Sweden",2012-08-01,108
"Y25-74","thousands_people","F","Sweden",2012-07-01,109
"Y25-74","thousands_people","F","Sweden",2012-06-01,117
"Y25-74","thousands_people","F","Sweden",2012-05-01,110
"Y25-74","thousands_people","F","Sweden",2012-04-01,114
"Y25-74","thousands_people","F","Sweden",2012-03-01,107
"Y25-74","thousands_people","F","Sweden",2012-02-01,110
"Y25-74","thousands_people","F","Sweden",2012-01-01,124
"Y25-74","thousands_people","F","Sweden",2011-12-01,112
"Y25-74","thousands_people","F","Sweden",2011-11-01,105
"Y25-74","thousands_people","F","Sweden",2011-10-01,108
"Y25-74","thousands_people","F","Sweden",2011-09-01,104
"Y25-74","thousands_people","F","Sweden",2011-08-01,112
"Y25-74","thousands_people","F","Sweden",2011-07-01,115
"Y25-74","thousands_people","F","Sweden",2011-06-01,109
"Y25-74","thousands_people","F","Sweden",2011-05-01,108
"Y25-74","thousands_people","F","Sweden",2011-04-01,117
"Y25-74","thousands_people","F","Sweden",2011-03-01,118
"Y25-74","thousands_people","F","Sweden",2011-02-01,117
"Y25-74","thousands_people","F","Sweden",2011-01-01,129
"Y25-74","thousands_people","F","Sweden",2010-12-01,117
"Y25-74","thousands_people","F","Sweden",2010-11-01,113
"Y25-74","thousands_people","F","Sweden",2010-10-01,121
"Y25-74","thousands_people","F","Sweden",2010-09-01,112
"Y25-74","thousands_people","F","Sweden",2010-08-01,125
"Y25-74","thousands_people","F","Sweden",2010-07-01,135
"Y25-74","thousands_people","F","Sweden",2010-06-01,121
"Y25-74","thousands_people","F","Sweden",2010-05-01,125
"Y25-74","thousands_people","F","Sweden",2010-04-01,143
"Y25-74","thousands_people","F","Sweden",2010-03-01,123
"Y25-74","thousands_people","F","Sweden",2010-02-01,129
"Y25-74","thousands_people","F","Sweden",2010-01-01,137
"Y25-74","thousands_people","F","Slovenia",2020-06-01,22
"Y25-74","thousands_people","F","Slovenia",2020-05-01,21
"Y25-74","thousands_people","F","Slovenia",2020-04-01,21
"Y25-74","thousands_people","F","Slovenia",2020-03-01,19
"Y25-74","thousands_people","F","Slovenia",2020-02-01,20
"Y25-74","thousands_people","F","Slovenia",2020-01-01,21
"Y25-74","thousands_people","F","Slovenia",2019-12-01,19
"Y25-74","thousands_people","F","Slovenia",2019-11-01,19
"Y25-74","thousands_people","F","Slovenia",2019-10-01,19
"Y25-74","thousands_people","F","Slovenia",2019-09-01,20
"Y25-74","thousands_people","F","Slovenia",2019-08-01,22
"Y25-74","thousands_people","F","Slovenia",2019-07-01,21
"Y25-74","thousands_people","F","Slovenia",2019-06-01,19
"Y25-74","thousands_people","F","Slovenia",2019-05-01,20
"Y25-74","thousands_people","F","Slovenia",2019-04-01,20
"Y25-74","thousands_people","F","Slovenia",2019-03-01,22
"Y25-74","thousands_people","F","Slovenia",2019-02-01,23
"Y25-74","thousands_people","F","Slovenia",2019-01-01,23
"Y25-74","thousands_people","F","Slovenia",2018-12-01,21
"Y25-74","thousands_people","F","Slovenia",2018-11-01,21
"Y25-74","thousands_people","F","Slovenia",2018-10-01,22
"Y25-74","thousands_people","F","Slovenia",2018-09-01,23
"Y25-74","thousands_people","F","Slovenia",2018-08-01,26
"Y25-74","thousands_people","F","Slovenia",2018-07-01,25
"Y25-74","thousands_people","F","Slovenia",2018-06-01,24
"Y25-74","thousands_people","F","Slovenia",2018-05-01,24
"Y25-74","thousands_people","F","Slovenia",2018-04-01,24
"Y25-74","thousands_people","F","Slovenia",2018-03-01,26
"Y25-74","thousands_people","F","Slovenia",2018-02-01,27
"Y25-74","thousands_people","F","Slovenia",2018-01-01,28
"Y25-74","thousands_people","F","Slovenia",2017-12-01,27
"Y25-74","thousands_people","F","Slovenia",2017-11-01,27
"Y25-74","thousands_people","F","Slovenia",2017-10-01,28
"Y25-74","thousands_people","F","Slovenia",2017-09-01,30
"Y25-74","thousands_people","F","Slovenia",2017-08-01,32
"Y25-74","thousands_people","F","Slovenia",2017-07-01,32
"Y25-74","thousands_people","F","Slovenia",2017-06-01,32
"Y25-74","thousands_people","F","Slovenia",2017-05-01,32
"Y25-74","thousands_people","F","Slovenia",2017-04-01,33
"Y25-74","thousands_people","F","Slovenia",2017-03-01,35
"Y25-74","thousands_people","F","Slovenia",2017-02-01,36
"Y25-74","thousands_people","F","Slovenia",2017-01-01,36
"Y25-74","thousands_people","F","Slovenia",2016-12-01,35
"Y25-74","thousands_people","F","Slovenia",2016-11-01,34
"Y25-74","thousands_people","F","Slovenia",2016-10-01,33
"Y25-74","thousands_people","F","Slovenia",2016-09-01,32
"Y25-74","thousands_people","F","Slovenia",2016-08-01,33
"Y25-74","thousands_people","F","Slovenia",2016-07-01,34
"Y25-74","thousands_people","F","Slovenia",2016-06-01,34
"Y25-74","thousands_people","F","Slovenia",2016-05-01,35
"Y25-74","thousands_people","F","Slovenia",2016-04-01,36
"Y25-74","thousands_people","F","Slovenia",2016-03-01,39
"Y25-74","thousands_people","F","Slovenia",2016-02-01,39
"Y25-74","thousands_people","F","Slovenia",2016-01-01,39
"Y25-74","thousands_people","F","Slovenia",2015-12-01,38
"Y25-74","thousands_people","F","Slovenia",2015-11-01,37
"Y25-74","thousands_people","F","Slovenia",2015-10-01,39
"Y25-74","thousands_people","F","Slovenia",2015-09-01,41
"Y25-74","thousands_people","F","Slovenia",2015-08-01,44
"Y25-74","thousands_people","F","Slovenia",2015-07-01,45
"Y25-74","thousands_people","F","Slovenia",2015-06-01,44
"Y25-74","thousands_people","F","Slovenia",2015-05-01,44
"Y25-74","thousands_people","F","Slovenia",2015-04-01,44
"Y25-74","thousands_people","F","Slovenia",2015-03-01,43
"Y25-74","thousands_people","F","Slovenia",2015-02-01,42
"Y25-74","thousands_people","F","Slovenia",2015-01-01,42
"Y25-74","thousands_people","F","Slovenia",2014-12-01,41
"Y25-74","thousands_people","F","Slovenia",2014-11-01,40
"Y25-74","thousands_people","F","Slovenia",2014-10-01,41
"Y25-74","thousands_people","F","Slovenia",2014-09-01,40
"Y25-74","thousands_people","F","Slovenia",2014-08-01,41
"Y25-74","thousands_people","F","Slovenia",2014-07-01,41
"Y25-74","thousands_people","F","Slovenia",2014-06-01,40
"Y25-74","thousands_people","F","Slovenia",2014-05-01,42
"Y25-74","thousands_people","F","Slovenia",2014-04-01,44
"Y25-74","thousands_people","F","Slovenia",2014-03-01,47
"Y25-74","thousands_people","F","Slovenia",2014-02-01,48
"Y25-74","thousands_people","F","Slovenia",2014-01-01,48
"Y25-74","thousands_people","F","Slovenia",2013-12-01,44
"Y25-74","thousands_people","F","Slovenia",2013-11-01,42
"Y25-74","thousands_people","F","Slovenia",2013-10-01,42
"Y25-74","thousands_people","F","Slovenia",2013-09-01,42
"Y25-74","thousands_people","F","Slovenia",2013-08-01,44
"Y25-74","thousands_people","F","Slovenia",2013-07-01,43
"Y25-74","thousands_people","F","Slovenia",2013-06-01,40
"Y25-74","thousands_people","F","Slovenia",2013-05-01,41
"Y25-74","thousands_people","F","Slovenia",2013-04-01,42
"Y25-74","thousands_people","F","Slovenia",2013-03-01,45
"Y25-74","thousands_people","F","Slovenia",2013-02-01,46
"Y25-74","thousands_people","F","Slovenia",2013-01-01,45
"Y25-74","thousands_people","F","Slovenia",2012-12-01,41
"Y25-74","thousands_people","F","Slovenia",2012-11-01,39
"Y25-74","thousands_people","F","Slovenia",2012-10-01,39
"Y25-74","thousands_people","F","Slovenia",2012-09-01,40
"Y25-74","thousands_people","F","Slovenia",2012-08-01,40
"Y25-74","thousands_people","F","Slovenia",2012-07-01,39
"Y25-74","thousands_people","F","Slovenia",2012-06-01,37
"Y25-74","thousands_people","F","Slovenia",2012-05-01,36
"Y25-74","thousands_people","F","Slovenia",2012-04-01,34
"Y25-74","thousands_people","F","Slovenia",2012-03-01,33
"Y25-74","thousands_people","F","Slovenia",2012-02-01,34
"Y25-74","thousands_people","F","Slovenia",2012-01-01,35
"Y25-74","thousands_people","F","Slovenia",2011-12-01,37
"Y25-74","thousands_people","F","Slovenia",2011-11-01,37
"Y25-74","thousands_people","F","Slovenia",2011-10-01,36
"Y25-74","thousands_people","F","Slovenia",2011-09-01,33
"Y25-74","thousands_people","F","Slovenia",2011-08-01,31
"Y25-74","thousands_people","F","Slovenia",2011-07-01,30
"Y25-74","thousands_people","F","Slovenia",2011-06-01,29
"Y25-74","thousands_people","F","Slovenia",2011-05-01,29
"Y25-74","thousands_people","F","Slovenia",2011-04-01,30
"Y25-74","thousands_people","F","Slovenia",2011-03-01,31
"Y25-74","thousands_people","F","Slovenia",2011-02-01,32
"Y25-74","thousands_people","F","Slovenia",2011-01-01,33
"Y25-74","thousands_people","F","Slovenia",2010-12-01,31
"Y25-74","thousands_people","F","Slovenia",2010-11-01,30
"Y25-74","thousands_people","F","Slovenia",2010-10-01,29
"Y25-74","thousands_people","F","Slovenia",2010-09-01,28
"Y25-74","thousands_people","F","Slovenia",2010-08-01,28
"Y25-74","thousands_people","F","Slovenia",2010-07-01,27
"Y25-74","thousands_people","F","Slovenia",2010-06-01,26
"Y25-74","thousands_people","F","Slovenia",2010-05-01,26
"Y25-74","thousands_people","F","Slovenia",2010-04-01,26
"Y25-74","thousands_people","F","Slovenia",2010-03-01,27
"Y25-74","thousands_people","F","Slovenia",2010-02-01,28
"Y25-74","thousands_people","F","Slovenia",2010-01-01,28
"Y25-74","thousands_people","F","Slovakia",2020-06-01,72
"Y25-74","thousands_people","F","Slovakia",2020-05-01,72
"Y25-74","thousands_people","F","Slovakia",2020-04-01,71
"Y25-74","thousands_people","F","Slovakia",2020-03-01,65
"Y25-74","thousands_people","F","Slovakia",2020-02-01,67
"Y25-74","thousands_people","F","Slovakia",2020-01-01,67
"Y25-74","thousands_people","F","Slovakia",2019-12-01,63
"Y25-74","thousands_people","F","Slovakia",2019-11-01,61
"Y25-74","thousands_people","F","Slovakia",2019-10-01,60
"Y25-74","thousands_people","F","Slovakia",2019-09-01,60
"Y25-74","thousands_people","F","Slovakia",2019-08-01,62
"Y25-74","thousands_people","F","Slovakia",2019-07-01,61
"Y25-74","thousands_people","F","Slovakia",2019-06-01,60
"Y25-74","thousands_people","F","Slovakia",2019-05-01,60
"Y25-74","thousands_people","F","Slovakia",2019-04-01,60
"Y25-74","thousands_people","F","Slovakia",2019-03-01,61
"Y25-74","thousands_people","F","Slovakia",2019-02-01,64
"Y25-74","thousands_people","F","Slovakia",2019-01-01,68
"Y25-74","thousands_people","F","Slovakia",2018-12-01,71
"Y25-74","thousands_people","F","Slovakia",2018-11-01,74
"Y25-74","thousands_people","F","Slovakia",2018-10-01,74
"Y25-74","thousands_people","F","Slovakia",2018-09-01,72
"Y25-74","thousands_people","F","Slovakia",2018-08-01,73
"Y25-74","thousands_people","F","Slovakia",2018-07-01,74
"Y25-74","thousands_people","F","Slovakia",2018-06-01,76
"Y25-74","thousands_people","F","Slovakia",2018-05-01,78
"Y25-74","thousands_people","F","Slovakia",2018-04-01,78
"Y25-74","thousands_people","F","Slovakia",2018-03-01,78
"Y25-74","thousands_people","F","Slovakia",2018-02-01,79
"Y25-74","thousands_people","F","Slovakia",2018-01-01,83
"Y25-74","thousands_people","F","Slovakia",2017-12-01,86
"Y25-74","thousands_people","F","Slovakia",2017-11-01,88
"Y25-74","thousands_people","F","Slovakia",2017-10-01,88
"Y25-74","thousands_people","F","Slovakia",2017-09-01,87
"Y25-74","thousands_people","F","Slovakia",2017-08-01,87
"Y25-74","thousands_people","F","Slovakia",2017-07-01,86
"Y25-74","thousands_people","F","Slovakia",2017-06-01,86
"Y25-74","thousands_people","F","Slovakia",2017-05-01,91
"Y25-74","thousands_people","F","Slovakia",2017-04-01,92
"Y25-74","thousands_people","F","Slovakia",2017-03-01,91
"Y25-74","thousands_people","F","Slovakia",2017-02-01,93
"Y25-74","thousands_people","F","Slovakia",2017-01-01,95
"Y25-74","thousands_people","F","Slovakia",2016-12-01,99
"Y25-74","thousands_people","F","Slovakia",2016-11-01,101
"Y25-74","thousands_people","F","Slovakia",2016-10-01,105
"Y25-74","thousands_people","F","Slovakia",2016-09-01,108
"Y25-74","thousands_people","F","Slovakia",2016-08-01,111
"Y25-74","thousands_people","F","Slovakia",2016-07-01,114
"Y25-74","thousands_people","F","Slovakia",2016-06-01,116
"Y25-74","thousands_people","F","Slovakia",2016-05-01,120
"Y25-74","thousands_people","F","Slovakia",2016-04-01,122
"Y25-74","thousands_people","F","Slovakia",2016-03-01,122
"Y25-74","thousands_people","F","Slovakia",2016-02-01,124
"Y25-74","thousands_people","F","Slovakia",2016-01-01,128
"Y25-74","thousands_people","F","Slovakia",2015-12-01,133
"Y25-74","thousands_people","F","Slovakia",2015-11-01,136
"Y25-74","thousands_people","F","Slovakia",2015-10-01,137
"Y25-74","thousands_people","F","Slovakia",2015-09-01,135
"Y25-74","thousands_people","F","Slovakia",2015-08-01,135
"Y25-74","thousands_people","F","Slovakia",2015-07-01,135
"Y25-74","thousands_people","F","Slovakia",2015-06-01,134
"Y25-74","thousands_people","F","Slovakia",2015-05-01,134
